education,income,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,complain,response,age,family_size,total_spending,days_as_customer,offers_responded_to,parental_status,cluster
2,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,44,3,134,4005,0,1,1
2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,1,56,4,69,3951,2,1,1
3,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,51,4,21,3889,0,1,1
1,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,61,3,54,3887,0,1,1
2,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,35,2,91,3879,2,1,1
4,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,53,2,526,3939,0,1,2
2,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,61,2,162,4234,0,0,1
3,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,75,2,1008,4032,1,0,0
2,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,72,4,240,4452,0,1,2
4,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,46,2,795,4282,0,1,2
2,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,42,2,1772,4247,1,0,0
1,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,54,2,64,4127,0,0,1
2,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,65,3,1957,4200,5,1,0
2,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,46,3,78,4090,0,1,1
2,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,44,1,1572,4175,0,0,0
3,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,53,3,795,4166,0,1,2
1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,54,3,889,3962,0,1,0
4,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,61,2,331,4033,0,1,2
4,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,74,3,265,3819,0,1,1
2,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,62,2,1065,4368,0,1,2
3,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,73,4,11,4092,0,1,1
2,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,45,2,21,4156,0,1,1
2,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,54,4,17,4366,0,1,1
2,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,50,3,369,4452,0,1,2
4,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,56,4,38,3950,0,1,1
1,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,46,2,177,4086,0,1,1
4,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,54,3,279,4129,0,1,1
3,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,43,3,62,4067,0,1,1
4,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,47,3,1230,4311,4,1,2
2,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,56,4,182,3886,0,1,1
2,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,54,4,49,4107,0,1,1
4,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,58,4,75,4083,0,1,1
3,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,68,4,227,4152,0,1,2
4,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,0,50,4,215,4393,1,1,2
2,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,73,3,444,4265,0,1,2
1,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,57,4,47,4049,0,1,1
3,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,73,2,143,4237,0,0,1
2,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,41,3,55,3884,0,1,1
1,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,53,4,63,3869,0,1,1
2,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,69,1,1867,4441,4,0,0
3,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,63,3,611,4085,0,1,2
2,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,0,69,3,473,3840,1,1,2
2,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,65,2,55,4110,0,0,1
4,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,40,2,81,4422,1,1,1
3,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,1,49,2,2086,4361,3,0,0
3,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,59,1,1478,4028,0,0,0
2,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,47,3,49,3947,0,1,1
4,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,52,2,382,4088,0,0,0
3,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,49,3,69,4080,1,1,1
2,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,55,2,67,4408,0,1,1
3,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,55,4,30,4050,0,1,1
1,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,46,3,63,4187,0,1,1
2,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,43,3,79,4478,0,1,1
2,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,63,2,42,4290,0,1,1
2,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,64,3,819,4464,0,1,2
2,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,69,1,1151,4082,0,0,0
4,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,76,4,594,4364,0,1,2
3,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,58,4,129,4316,0,1,1
3,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,38,2,213,4344,1,1,1
2,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,51,2,67,3935,0,1,1
2,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,68,4,28,4272,0,1,1
0,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,49,3,45,4408,0,1,1
2,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,59,2,1193,3850,1,0,0
3,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,55,1,268,4111,0,0,1
3,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,80,1,266,4143,0,0,1
0,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,51,3,37,4362,0,1,1
2,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,57,5,37,4041,0,1,1
4,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,1,55,1,882,4394,1,0,0
2,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,50,4,373,4135,0,1,2
3,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,59,4,35,4216,0,1,1
4,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,48,4,107,4188,0,1,1
2,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,46,3,42,4265,0,1,1
3,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,64,3,326,4478,0,1,2
4,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,63,3,404,4150,0,1,2
2,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,53,1,95,4147,0,0,1
2,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,75,1,939,3908,2,0,0
1,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,46,2,33,3980,0,1,1
1,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,69,2,981,4188,1,0,0
2,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,48,3,36,4322,0,1,1
2,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,49,2,1237,4188,0,1,0
2,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,64,3,1825,4443,1,1,2
4,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,47,3,103,4458,0,1,1
2,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,47,2,191,4355,0,1,1
4,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,54,3,1586,4019,0,1,2
4,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,66,2,963,3813,0,0,0
1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,54,3,889,3962,0,1,0
1,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,0,1,64,1,93,3931,2,0,1
2,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,1,51,1,1587,4234,1,0,0
2,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,62,4,16,3908,0,1,1
2,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,72,1,1375,4187,0,0,0
2,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,62,3,393,4334,0,1,2
3,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,1,74,2,1477,4436,1,1,2
2,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,0,0,53,3,1179,4032,1,1,2
2,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,64,3,1005,4429,0,1,2
4,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,76,2,1348,3844,0,0,0
4,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,65,2,1307,4343,0,1,2
2,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,0,0,60,2,486,4215,1,1,2
3,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,77,2,2252,4273,3,0,0
4,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,53,4,235,4112,0,1,2
2,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,54,2,1724,4321,3,0,0
3,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,54,2,235,3995,0,1,1
3,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,47,3,1092,3834,0,1,2
2,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,66,3,599,4083,0,1,2
3,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,64,1,2008,3929,1,0,0
2,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,39,3,48,4468,0,1,1
2,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,50,3,1174,4483,0,1,2
4,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,74,3,67,3874,0,1,1
2,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,69,2,365,4492,0,1,2
2,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,49,1,6,3939,0,0,1
2,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,71,3,165,3973,0,1,1
1,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,66,2,210,4442,0,0,1
4,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,77,3,1095,4099,0,1,0
4,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,0,0,58,4,223,4048,1,1,2
2,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,61,3,597,4366,0,1,2
2,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,39,3,22,4024,0,1,1
2,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,49,2,1064,3983,0,1,0
0,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,44,2,74,4457,0,0,1
3,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,68,2,26,4341,0,0,1
2,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,65,2,60,4345,0,0,1
4,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,50,3,20,4206,0,1,1
0,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,37,2,59,4074,0,1,1
4,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,56,3,34,4213,0,1,1
1,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,53,4,198,4031,0,1,1
4,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,60,3,1048,4132,0,1,2
3,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,62,3,574,4030,0,1,2
2,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,54,2,1029,4452,0,1,0
2,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,44,3,670,3992,0,1,2
4,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,49,2,990,4372,0,1,2
2,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,50,4,11,3835,0,1,1
4,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,61,3,1241,4404,2,1,2
2,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,45,1,576,3975,0,0,0
1,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,0,1,39,3,172,4175,2,1,1
4,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,44,1,664,3985,0,0,0
2,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,61,2,928,4051,0,1,2
2,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,57,1,2074,4465,0,0,0
1,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,42,2,467,4136,0,0,2
2,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,69,3,257,4045,0,1,1
2,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,57,2,1146,3989,0,0,0
4,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,48,2,689,4276,0,1,2
4,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,52,1,2114,4452,1,0,0
4,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,42,2,1717,4491,0,0,0
4,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,35,2,1346,3841,2,0,0
4,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,55,2,1044,4069,0,0,0
4,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,64,2,493,4430,2,1,2
2,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,54,1,957,4105,0,0,0
3,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,66,3,270,4149,0,1,1
0,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,72,2,29,4036,0,0,1
3,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,1,75,3,121,4193,1,1,1
3,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,63,4,126,4135,0,1,1
2,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,29,1,23,3892,0,0,1
4,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,1,75,3,57,4244,1,1,1
2,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,63,1,636,4035,0,0,0
2,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,64,2,1004,3878,1,0,0
2,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,51,2,734,4082,0,1,2
2,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,46,4,614,3906,0,1,2
2,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,0,0,46,2,1453,3935,1,1,2
3,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,36,1,1621,3858,4,0,0
3,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,56,2,187,3982,0,1,1
2,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,38,3,1443,4332,2,1,0
4,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,54,2,57,3799,0,1,1
2,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,73,2,637,4242,0,1,2
4,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,0,0,76,3,948,4017,1,1,2
3,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,53,3,59,4332,2,1,1
2,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,38,3,18,4149,0,1,1
3,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,59,2,903,4413,0,1,2
2,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,49,2,112,4291,0,1,1
2,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,71,2,596,4208,0,0,2
2,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,42,3,233,4123,0,1,1
4,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,49,2,1511,4366,0,0,0
1,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,1,64,1,1152,4441,2,0,0
2,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,46,3,48,4300,0,1,1
2,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,54,2,1185,4252,0,1,2
2,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,66,3,21,3889,0,1,1
3,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,59,3,965,4354,0,1,2
2,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,70,2,869,4220,0,0,2
4,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,40,3,16,3834,0,1,1
2,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,59,2,1947,4298,0,0,0
2,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,0,1,48,3,71,4494,2,1,1
2,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,58,3,65,3818,0,1,1
2,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,69,2,1380,4015,1,0,0
3,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,48,1,1027,3952,0,0,0
3,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,59,5,411,4058,0,1,2
2,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,33,2,836,4237,1,0,0
4,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,75,3,11,4072,0,1,1
4,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,71,4,480,4488,0,1,2
2,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,46,4,606,4179,0,1,2
4,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,76,4,284,4053,0,1,2
2,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,51,3,1472,4060,3,1,2
2,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,75,2,1677,3858,4,0,0
2,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,51,3,1335,4254,0,1,0
3,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,72,3,334,3823,0,1,2
0,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,35,3,18,4265,0,1,1
2,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,55,3,1338,4486,0,1,2
4,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,71,2,1099,4260,0,1,2
3,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,68,4,97,4277,0,1,1
4,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,74,4,63,3976,0,1,1
1,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,46,3,109,4129,0,1,1
2,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,60,2,902,3952,1,0,0
2,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,72,2,1574,4210,1,0,0
1,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,49,3,38,3999,0,1,1
2,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,29,1,960,3909,0,0,0
2,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,0,0,54,2,28,4084,1,1,1
1,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,0,1,70,2,1215,3948,2,0,0
4,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,52,2,1497,3977,0,0,0
4,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,66,3,449,4066,0,1,2
2,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,49,2,1064,3983,0,1,0
2,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,55,2,1757,4283,4,0,0
2,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,45,2,1440,3855,0,0,0
1,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,46,2,1006,4302,0,0,0
4,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,1,52,3,1226,4484,1,1,2
2,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,60,3,1171,4080,0,1,2
3,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,45,3,92,4268,0,1,1
4,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,65,3,99,3881,0,1,1
1,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,43,3,66,4066,0,1,1
2,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,57,3,564,3863,0,1,2
3,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,36,2,1427,4041,0,0,0
4,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,0,1,46,2,86,4212,2,1,1
2,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,72,1,833,3835,0,0,0
2,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,69,3,242,4225,0,1,1
2,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,47,2,1869,4453,0,0,0
2,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,37,2,1364,4459,0,0,0
1,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,59,3,183,4098,0,1,1
3,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,68,3,450,4196,0,1,2
2,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,45,3,758,4158,0,1,2
4,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,73,2,1507,3996,0,0,0
2,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,1,59,3,654,4228,1,1,2
2,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,52,4,81,4239,0,1,1
4,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,67,3,137,4365,0,1,1
2,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,71,4,16,4277,0,1,1
4,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,59,2,93,4100,0,1,1
4,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,66,2,1158,3951,0,0,0
3,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,69,3,43,3990,0,1,1
2,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,53,2,1525,4087,0,1,0
4,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,50,1,1230,3882,0,0,0
2,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,48,4,29,3873,0,1,1
2,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,54,2,25,3846,0,1,1
2,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,52,3,24,3899,0,1,1
2,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,52,3,38,4173,0,1,1
0,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,38,3,57,4405,0,1,1
3,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,64,4,47,3931,0,1,1
4,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,0,1,56,2,813,4340,2,1,2
3,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,0,0,46,3,629,3828,1,1,2
2,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,48,2,377,4456,0,1,2
3,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,79,2,1612,4327,0,0,0
4,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,67,2,729,4396,4,0,0
2,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,74,1,50,4142,1,0,1
2,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,46,4,270,4040,0,1,1
2,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,63,2,177,4247,0,1,1
3,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,0,62,1,315,4322,1,0,1
4,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,70,3,767,3798,0,1,2
1,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,59,2,1071,4411,0,1,2
2,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,51,2,1580,4281,0,0,0
2,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,56,3,60,3994,0,1,1
3,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,54,3,573,3995,0,1,2
2,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,68,3,41,4257,0,1,1
2,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,73,4,170,4323,0,1,1
4,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,80,1,1167,4033,0,0,0
2,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,66,2,1526,4246,4,0,0
3,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,48,4,458,4034,0,1,2
3,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,53,3,63,3895,0,1,1
2,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,67,3,405,4048,0,1,2
2,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,0,52,4,1027,4261,1,1,2
2,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,52,2,1478,4246,0,1,0
2,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,43,2,72,4053,0,0,1
2,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,1,52,2,48,4232,1,1,1
2,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,49,1,726,3826,0,0,0
3,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,69,3,860,4307,0,1,2
4,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,38,2,1497,4015,0,0,0
4,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,54,3,495,3845,0,1,2
2,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,48,4,20,3906,0,1,1
2,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,70,1,570,4379,0,0,2
2,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,52,3,769,3889,0,1,2
1,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,46,3,55,4098,0,1,1
4,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,1,44,1,1808,4217,3,0,0
2,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,52,3,55,4122,0,1,1
